User,Card,Year,Month,Day,Zip,MCC,Amount,UseChip,MerchantName,MerchantCity,MerchantState,target
1157.0,0.0,2011.0,7.0,13.0,51694.67689524219,5310.0,$26.80,Swipe Transaction,Reyes Wholesale,Moscow,Russia,Yes
1157.0,0.0,2011.0,7.0,13.0,51694.67689524219,5921.0,$114.83,Swipe Transaction,Moore Wine and Liquor,Moscow,Russia,Yes
1157.0,0.0,2011.0,7.0,13.0,51694.67689524219,5310.0,$15.85,Online Transaction,Discount Store 4,ONLINE,CA,Yes
1157.0,0.0,2011.0,7.0,13.0,51694.67689524219,5311.0,$61.29,Online Transaction,Online Retailer 1,ONLINE,CA,Yes
1163.0,5.0,2011.0,11.0,22.0,51694.67689524219,5310.0,$195.63,Swipe Transaction,Peres Amman Wholesale,Amman,Jordan,Yes
1163.0,5.0,2011.0,11.0,23.0,51694.67689524219,5411.0,$101.16,Swipe Transaction,Turner Gourmet Supplies,Amman,Jordan,Yes
1175.0,1.0,2016.0,2.0,16.0,51694.67689524219,5094.0,$231.91,Chip Transaction,Millies Fine Jewelry,Sofia,Bulgaria,Yes
1175.0,1.0,2016.0,3.0,19.0,51694.67689524219,5912.0,$1.92,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,Yes
1175.0,1.0,2016.0,3.0,22.0,51694.67689524219,5310.0,$301.12,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1184.0,3.0,2011.0,12.0,12.0,51694.67689524219,5719.0,$41.68,Online Transaction,High End Goods Store 2,ONLINE,CA,Yes
1184.0,3.0,2011.0,12.0,12.0,51694.67689524219,5651.0,$15.12,Swipe Transaction,Kaiyas Gently Used Clothes,Moscow,Russia,Yes
1184.0,3.0,2011.0,12.0,14.0,51694.67689524219,5912.0,$0.27,Online Transaction,Pharmacy Company 1,ONLINE,CA,Yes
1184.0,3.0,2011.0,12.0,14.0,51694.67689524219,5311.0,$3.97,Online Transaction,Department Store 5,ONLINE,CA,Yes
1189.0,2.0,2019.0,6.0,17.0,19446.0,5311.0,$125.21,Chip Transaction,Department Store 3,Lansdale,PA,Yes
1189.0,2.0,2019.0,6.0,17.0,19446.0,4829.0,$59.80,Chip Transaction,Money Transfer Company 1,Lansdale,PA,Yes
1189.0,2.0,2019.0,6.0,17.0,19454.0,5300.0,$40.60,Chip Transaction,Wholesale Club 1,North Wales,PA,Yes
1189.0,2.0,2019.0,6.0,17.0,19446.0,4829.0,$66.97,Chip Transaction,Money Transfer Company 1,Lansdale,PA,Yes
1191.0,0.0,2017.0,5.0,5.0,93065.0,5812.0,$213.17,Chip Transaction,Restaurant Chain 1,Simi Valley,CA,Yes
1199.0,0.0,2013.0,11.0,17.0,51694.67689524219,3256.0,$1.42,Online Transaction,Airline Company 4,ONLINE,CA,Yes
1199.0,0.0,2013.0,11.0,17.0,51694.67689524219,5814.0,$1.42,Online Transaction,Fast Food Chain 16,ONLINE,CA,Yes
1199.0,0.0,2013.0,11.0,21.0,51694.67689524219,5912.0,$56.06,Online Transaction,Pharmacy Company 4,ONLINE,CA,Yes
1199.0,0.0,2013.0,11.0,21.0,51694.67689524219,5300.0,$11.05,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1201.0,1.0,2015.0,11.0,18.0,51694.67689524219,5310.0,$152.67,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1201.0,1.0,2015.0,11.0,18.0,51694.67689524219,5310.0,$50.94,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1201.0,5.0,2012.0,3.0,14.0,51694.67689524219,5912.0,$104.10,Swipe Transaction,Alizas Drugs,Amman,Jordan,Yes
1206.0,2.0,2012.0,3.0,20.0,51694.67689524219,4121.0,$54.42,Swipe Transaction,Collins Car Service,Tegucigalpa,Honduras,Yes
1206.0,2.0,2012.0,3.0,20.0,51694.67689524219,5310.0,$7.13,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1207.0,0.0,2012.0,7.0,4.0,51694.67689524219,5310.0,$74.66,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1207.0,0.0,2012.0,7.0,4.0,51694.67689524219,5310.0,$63.96,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1207.0,1.0,2014.0,4.0,17.0,51694.67689524219,5719.0,$0.33,Online Transaction,High End Goods Store 2,ONLINE,CA,Yes
1210.0,0.0,2007.0,4.0,19.0,31201.0,5300.0,$192.49,Swipe Transaction,Allen Wholesale,Macon,GA,Yes
1210.0,0.0,2007.0,4.0,19.0,51694.67689524219,5815.0,$14.36,Online Transaction,Digital Content Company 3,ONLINE,CA,Yes
1210.0,0.0,2007.0,4.0,19.0,96737.0,5977.0,$190.97,Swipe Transaction,Cosmetics Store 1,Ocean View,HI,Yes
1214.0,3.0,2014.0,10.0,20.0,51694.67689524219,5912.0,$99.09,Online Transaction,Pharmacy Company 2,ONLINE,CA,Yes
1220.0,1.0,2006.0,4.0,15.0,51694.67689524219,5942.0,$6.47,Online Transaction,Bookstore Company 1,ONLINE,CA,Yes
1220.0,1.0,2006.0,4.0,15.0,51694.67689524219,5815.0,$13.78,Online Transaction,Digital Content Company 1,ONLINE,CA,Yes
1220.0,1.0,2006.0,4.0,15.0,51694.67689524219,5045.0,$10.74,Online Transaction,Software-Hardware Company 2,ONLINE,CA,Yes
1220.0,1.0,2006.0,4.0,15.0,51694.67689524219,5719.0,$53.07,Online Transaction,High End Goods Store 1,ONLINE,CA,Yes
1226.0,6.0,2020.0,1.0,8.0,51694.67689524219,5045.0,$239.62,Online Transaction,Software-Hardware Company 1,ONLINE,CA,Yes
1226.0,6.0,2020.0,1.0,8.0,51694.67689524219,7922.0,$144.03,Online Transaction,Ticket Seller 1,ONLINE,CA,Yes
1226.0,6.0,2020.0,1.0,8.0,63146.0,5651.0,$89.85,Chip Transaction,Alainas Family Clothing,Saint Louis,MO,Yes
1233.0,3.0,2003.0,5.0,4.0,51694.67689524219,5921.0,$138.16,Swipe Transaction,Janiyahs Beverages,Bogota,Colombia,Yes
1233.0,3.0,2003.0,5.0,4.0,51694.67689524219,5094.0,$70.30,Swipe Transaction,Paityns Jewelers,Bogota,Colombia,Yes
1233.0,3.0,2003.0,5.0,4.0,51694.67689524219,5300.0,$22.61,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1233.0,5.0,2012.0,8.0,28.0,51694.67689524219,5712.0,$224.37,Swipe Transaction,Spencers Furnishings,Tegucigalpa,Honduras,Yes
1233.0,5.0,2012.0,8.0,30.0,51694.67689524219,5310.0,$234.77,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1236.0,2.0,2019.0,6.0,15.0,19567.0,5719.0,$0.45,Swipe Transaction,High End Goods Store 2,Womelsdorf,PA,Yes
1240.0,1.0,2012.0,11.0,1.0,51694.67689524219,5921.0,$78.17,Swipe Transaction,Neufelder Tegucigalpa Wine and Liquor,Tegucigalpa,Honduras,Yes
1241.0,2.0,2012.0,9.0,12.0,51694.67689524219,5912.0,$61.34,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
1241.0,2.0,2012.0,9.0,13.0,51694.67689524219,5310.0,$89.10,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1243.0,1.0,2015.0,11.0,27.0,51694.67689524219,5310.0,$15.51,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1243.0,5.0,2012.0,2.0,11.0,51694.67689524219,5300.0,$9.01,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1243.0,5.0,2012.0,2.0,14.0,51694.67689524219,5651.0,$3.40,Online Transaction,Clothing Store 2,ONLINE,CA,Yes
1243.0,5.0,2012.0,2.0,14.0,51694.67689524219,5912.0,$0.46,Online Transaction,Pharmacy Company 3,ONLINE,CA,Yes
1243.0,5.0,2012.0,2.0,14.0,51694.67689524219,5651.0,$17.84,Online Transaction,Clothing Store 2,ONLINE,CA,Yes
1263.0,1.0,2006.0,6.0,10.0,51694.67689524219,5815.0,$8.56,Online Transaction,Digital Content Company 1,ONLINE,CA,Yes
1263.0,1.0,2006.0,6.0,10.0,51694.67689524219,5310.0,$235.04,Online Transaction,Discount Store 5,ONLINE,CA,Yes
1268.0,0.0,2007.0,5.0,5.0,43812.0,5300.0,$24.32,Swipe Transaction,Wholesale Club 1,Coshocton,OH,Yes
1268.0,0.0,2007.0,5.0,9.0,43701.0,5311.0,$191.01,Swipe Transaction,Department Store 1,Zanesville,OH,Yes
1268.0,0.0,2007.0,5.0,9.0,44260.0,3256.0,$64.68,Swipe Transaction,Airline Company 4,Mogadore,OH,Yes
1268.0,0.0,2007.0,5.0,9.0,43701.0,5411.0,$33.58,Swipe Transaction,Acme Grocery,Zanesville,OH,Yes
1268.0,0.0,2007.0,5.0,11.0,43701.0,5813.0,$31.30,Swipe Transaction,Aniyahs Bar,Zanesville,OH,Yes
1278.0,4.0,2001.0,5.0,13.0,51694.67689524219,4411.0,$713.99,Online Transaction,Cruise Line 1,ONLINE,CA,Yes
1278.0,4.0,2001.0,5.0,27.0,51694.67689524219,5719.0,$11.92,Swipe Transaction,High End Goods Store 1,Johannesberg,South Africa,Yes
1285.0,1.0,2011.0,8.0,12.0,51694.67689524219,5300.0,$34.58,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1285.0,1.0,2011.0,8.0,12.0,51694.67689524219,5732.0,$48.30,Online Transaction,Electronics Merchandiser 1,ONLINE,CA,Yes
1285.0,1.0,2011.0,8.0,12.0,51694.67689524219,5311.0,$20.66,Online Transaction,Online Retailer 2,ONLINE,CA,Yes
1285.0,1.0,2011.0,8.0,12.0,51694.67689524219,5814.0,$85.07,Online Transaction,Fast Food Chain 16,ONLINE,CA,Yes
1285.0,1.0,2011.0,8.0,15.0,51694.67689524219,5311.0,$0.53,Online Transaction,Department Store 6,ONLINE,CA,Yes
1288.0,3.0,2016.0,10.0,2.0,51694.67689524219,5300.0,$38.82,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1289.0,6.0,2020.0,2.0,5.0,73459.0,7995.0,$196.81,Chip Transaction,Walk-in Casino 1,Thackerville,OK,Yes
1289.0,6.0,2020.0,2.0,7.0,63146.0,5411.0,$74.88,Chip Transaction,Supermarket Chain 3,Saint Louis,MO,Yes
1289.0,6.0,2020.0,2.0,7.0,63146.0,5912.0,$13.60,Chip Transaction,Pharmacy Company 1,Saint Louis,MO,Yes
1291.0,3.0,2008.0,9.0,13.0,51694.67689524219,5310.0,$25.53,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,Yes
1300.0,3.0,2015.0,1.0,30.0,51694.67689524219,5311.0,$84.06,Online Transaction,Department Store 3,ONLINE,CA,Yes
1300.0,3.0,2015.0,1.0,31.0,51694.67689524219,5311.0,$146.43,Online Transaction,Department Store 11,ONLINE,CA,Yes
1300.0,3.0,2015.0,1.0,31.0,51694.67689524219,4214.0,$14.27,Online Transaction,Delivery Company 1,ONLINE,CA,Yes
1300.0,3.0,2015.0,1.0,31.0,51694.67689524219,5732.0,$87.34,Online Transaction,Electronics Merchandiser 3,ONLINE,CA,Yes
1300.0,3.0,2015.0,2.0,2.0,51694.67689524219,3684.0,$260.27,Chip Transaction,Hotel and Resort Company 4,Mexico City,Mexico,Yes
1301.0,1.0,2016.0,10.0,23.0,51694.67689524219,5311.0,$35.15,Online Transaction,Department Store 2,ONLINE,CA,Yes
1301.0,3.0,2008.0,9.0,28.0,51694.67689524219,5411.0,$7.36,Swipe Transaction,Cruz Fine Foods,Istanbul,Turkey,Yes
1301.0,4.0,2014.0,8.0,1.0,51694.67689524219,5300.0,$151.77,Swipe Transaction,Wholesale Club 1,Mexico City,Mexico,Yes
1301.0,4.0,2014.0,8.0,1.0,51694.67689524219,5661.0,$59.85,Online Transaction,Shoe Retailer 1,ONLINE,CA,Yes
1301.0,4.0,2014.0,8.0,1.0,51694.67689524219,3730.0,$646.24,Online Transaction,Hotel and Resort Company 7,ONLINE,CA,Yes
1301.0,4.0,2014.0,8.0,3.0,51694.67689524219,5211.0,$93.17,Online Transaction,Home Improvement Store 2,ONLINE,CA,Yes
1301.0,4.0,2014.0,8.0,3.0,51694.67689524219,5094.0,$68.83,Online Transaction,Jewelry Company 1,ONLINE,CA,Yes
1306.0,6.0,2011.0,10.0,22.0,51694.67689524219,4121.0,$61.54,Swipe Transaction,Helenas Taxi,Amman,Jordan,Yes
1312.0,3.0,2016.0,7.0,27.0,51694.67689524219,5621.0,$60.06,Chip Transaction,Mylahs Womens Apparel,Caracas,Venezuela,Yes
1312.0,3.0,2016.0,7.0,31.0,51694.67689524219,5311.0,$94.42,Online Transaction,Online Retailer 2,ONLINE,CA,Yes
1312.0,3.0,2016.0,7.0,31.0,51694.67689524219,5310.0,$63.85,Chip Transaction,Georgias Wholesale,Caracas,Venezuela,Yes
1314.0,5.0,2002.0,2.0,14.0,51694.67689524219,5912.0,$5.04,Swipe Transaction,Lucass Johannesberg Rx,Johannesberg,South Africa,Yes
1314.0,5.0,2002.0,2.0,14.0,51694.67689524219,5712.0,$14.18,Swipe Transaction,Abe Furnishings,Johannesberg,South Africa,Yes
1314.0,5.0,2002.0,2.0,14.0,51694.67689524219,5651.0,$118.89,Swipe Transaction,Morris Family Clothing,Johannesberg,South Africa,Yes
1314.0,5.0,2002.0,2.0,15.0,51694.67689524219,5310.0,$117.59,Online Transaction,Discount Store 1,ONLINE,CA,Yes
1314.0,5.0,2002.0,2.0,15.0,51694.67689524219,5719.0,$255.79,Swipe Transaction,High End Goods Store 1,Johannesberg,South Africa,Yes
1320.0,2.0,2016.0,1.0,5.0,51694.67689524219,5310.0,$95.02,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1325.0,4.0,2015.0,1.0,6.0,51694.67689524219,5311.0,$7.29,Online Transaction,Department Store 1,ONLINE,CA,Yes
1325.0,4.0,2015.0,1.0,10.0,51694.67689524219,5310.0,$5.29,Online Transaction,Discount Store 3,ONLINE,CA,Yes
1327.0,0.0,2008.0,11.0,29.0,51694.67689524219,5651.0,$7.68,Swipe Transaction,Clothing Store 1,Istanbul,Turkey,Yes
1331.0,0.0,2007.0,6.0,18.0,31205.0,5719.0,$111.48,Swipe Transaction,High End Goods Store 1,Macon,GA,Yes
1337.0,2.0,2016.0,4.0,7.0,51694.67689524219,5310.0,$41.97,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1337.0,2.0,2016.0,4.0,14.0,51694.67689524219,5651.0,$142.20,Chip Transaction,Allstar Gently Used Clothes,Sofia,Bulgaria,Yes
1337.0,2.0,2016.0,4.0,16.0,51694.67689524219,5651.0,$105.23,Chip Transaction,Allstar Gently Used Clothes,Sofia,Bulgaria,Yes
1337.0,2.0,2016.0,4.0,16.0,51694.67689524219,5651.0,$62.57,Chip Transaction,Allstar Gently Used Clothes,Sofia,Bulgaria,Yes
1337.0,2.0,2016.0,4.0,18.0,51694.67689524219,5912.0,$1.72,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,Yes
1340.0,0.0,2016.0,11.0,22.0,51694.67689524219,5094.0,$157.26,Chip Transaction,Leroux Caracas Jewelers,Caracas,Venezuela,Yes
1344.0,0.0,2016.0,10.0,12.0,51694.67689524219,5651.0,$106.48,Online Transaction,Clothing Store 2,ONLINE,CA,Yes
1344.0,0.0,2016.0,10.0,12.0,51694.67689524219,5651.0,$177.18,Online Transaction,Clothing Store 3,ONLINE,CA,Yes
1344.0,0.0,2016.0,10.0,16.0,51694.67689524219,5970.0,$61.01,Online Transaction,Crafts Store 1,ONLINE,CA,Yes
1344.0,0.0,2016.0,10.0,16.0,51694.67689524219,5651.0,$66.99,Chip Transaction,Stetsons Caracas Clothing,Caracas,Venezuela,Yes
1344.0,0.0,2016.0,10.0,16.0,51694.67689524219,4214.0,$8.83,Online Transaction,Delivery Company 2,ONLINE,CA,Yes
1344.0,1.0,2012.0,3.0,21.0,51694.67689524219,5310.0,$143.65,Swipe Transaction,Peres Amman Wholesale,Amman,Jordan,Yes
1344.0,1.0,2012.0,3.0,21.0,51694.67689524219,7011.0,$322.54,Swipe Transaction,Aylas Lodge,Amman,Jordan,Yes
1345.0,1.0,2019.0,6.0,29.0,19446.0,4829.0,$77.16,Chip Transaction,Money Transfer Company 1,Lansdale,PA,Yes
1345.0,1.0,2019.0,6.0,29.0,19440.0,5912.0,$20.83,Chip Transaction,Pharmacy Company 1,Hatfield,PA,Yes
1365.0,3.0,2011.0,10.0,24.0,51694.67689524219,7210.0,$36.17,Swipe Transaction,Mackenzies Drycleaning,Moscow,Russia,Yes
1365.0,3.0,2011.0,10.0,24.0,51694.67689524219,7230.0,$27.22,Swipe Transaction,Roman Salon,Moscow,Russia,Yes
1365.0,3.0,2011.0,10.0,24.0,51694.67689524219,5300.0,$17.59,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1365.0,3.0,2011.0,10.0,24.0,51694.67689524219,4112.0,$87.48,Online Transaction,Rail Company 1,ONLINE,CA,Yes
1366.0,1.0,2017.0,1.0,31.0,93065.0,5411.0,$54.84,Swipe Transaction,Supermarket Chain 2,Simi Valley,CA,Yes
1366.0,1.0,2017.0,1.0,31.0,93065.0,5300.0,$39.54,Chip Transaction,Abdullahs Simi Valley Wholesale,Simi Valley,CA,Yes
1366.0,1.0,2017.0,1.0,31.0,93230.0,5816.0,$222.30,Chip Transaction,Digital Games Company 1,Hanford,CA,Yes
1366.0,1.0,2017.0,2.0,2.0,93065.0,7922.0,$119.36,Chip Transaction,Rodriguez Theatre,Simi Valley,CA,Yes
1366.0,1.0,2017.0,2.0,3.0,93065.0,5719.0,$362.03,Chip Transaction,High End Goods Store 1,Simi Valley,CA,Yes
1369.0,0.0,2017.0,1.0,24.0,93101.0,5300.0,$115.43,Chip Transaction,Wholesale Club 1,Santa Barbara,CA,Yes
1369.0,0.0,2017.0,1.0,24.0,93109.0,4214.0,$22.07,Chip Transaction,Delivery Company 2,Santa Barbara,CA,Yes
1369.0,0.0,2017.0,1.0,25.0,93065.0,5300.0,$70.04,Chip Transaction,Abdullahs Simi Valley Wholesale,Simi Valley,CA,Yes
1369.0,0.0,2017.0,2.0,8.0,93065.0,5912.0,$22.37,Swipe Transaction,Abe Pharmacy,Simi Valley,CA,Yes
1369.0,0.0,2017.0,2.0,9.0,93065.0,5499.0,$91.06,Swipe Transaction,Convenience Store Chain 1,Simi Valley,CA,Yes
1388.0,1.0,2012.0,3.0,24.0,51694.67689524219,5310.0,$15.61,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1388.0,1.0,2012.0,3.0,27.0,51694.67689524219,5310.0,$95.48,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1390.0,0.0,2019.0,11.0,12.0,51694.67689524219,5094.0,$2.43,Swipe Transaction,Ramirez Jewelry,Georgetown,Guyana,Yes
1390.0,1.0,2012.0,6.0,26.0,51694.67689524219,5921.0,$12.25,Swipe Transaction,Neufelder Tegucigalpa Wine and Liquor,Tegucigalpa,Honduras,Yes
1391.0,1.0,2016.0,9.0,27.0,51694.67689524219,5300.0,$316.91,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1391.0,1.0,2016.0,9.0,28.0,51694.67689524219,5812.0,$100.47,Chip Transaction,Masvidal Eats,Caracas,Venezuela,Yes
1394.0,0.0,2001.0,9.0,12.0,51694.67689524219,4214.0,$18.12,Online Transaction,Delivery Company 1,ONLINE,CA,Yes
1394.0,0.0,2001.0,9.0,12.0,51694.67689524219,5311.0,$144.35,Swipe Transaction,Department Store 3,Johannesberg,South Africa,Yes
1394.0,4.0,2006.0,3.0,8.0,51694.67689524219,4121.0,$129.69,Online Transaction,Ride Sharing Company 2,ONLINE,CA,Yes
1394.0,4.0,2006.0,3.0,8.0,51694.67689524219,5411.0,$110.92,Swipe Transaction,Wood Fine Foods,Antananarivo,Madagascar,Yes
1405.0,2.0,2014.0,8.0,7.0,51694.67689524219,5310.0,$7.87,Swipe Transaction,Gomez Wholesale,Mexico City,Mexico,Yes
1405.0,2.0,2014.0,8.0,7.0,51694.67689524219,7011.0,$292.71,Swipe Transaction,Leslies Inn,Mexico City,Mexico,Yes
1405.0,2.0,2014.0,8.0,7.0,51694.67689524219,5045.0,$38.84,Swipe Transaction,Software-Hardware Company 1,Mexico City,Mexico,Yes
1405.0,2.0,2014.0,8.0,8.0,51694.67689524219,5311.0,$1.14,Online Transaction,Department Store 6,ONLINE,CA,Yes
1405.0,2.0,2014.0,8.0,8.0,51694.67689524219,5310.0,$84.42,Swipe Transaction,Gomez Wholesale,Mexico City,Mexico,Yes
1416.0,2.0,2016.0,5.0,9.0,51694.67689524219,5912.0,$1.49,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,Yes
1416.0,2.0,2016.0,5.0,14.0,51694.67689524219,5310.0,$100.10,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1421.0,0.0,2014.0,5.0,5.0,51694.67689524219,5094.0,$203.74,Online Transaction,Jewelry Company 1,ONLINE,CA,Yes
1421.0,0.0,2014.0,5.0,8.0,51694.67689524219,5310.0,$185.42,Online Transaction,Discount Store 3,ONLINE,CA,Yes
1421.0,0.0,2014.0,5.0,11.0,51694.67689524219,5311.0,$26.75,Online Transaction,Online Retailer 1,ONLINE,CA,Yes
1429.0,1.0,2008.0,11.0,8.0,51694.67689524219,5310.0,$48.69,Swipe Transaction,Amaris Istanbul Wholesale,Istanbul,Turkey,Yes
1430.0,0.0,2007.0,5.0,2.0,31205.0,5719.0,$224.95,Swipe Transaction,High End Goods Store 1,Macon,GA,Yes
1430.0,0.0,2007.0,5.0,4.0,51694.67689524219,5912.0,$84.62,Online Transaction,Pharmacy Company 3,ONLINE,CA,Yes
1430.0,0.0,2007.0,5.0,4.0,31204.0,5812.0,$63.19,Swipe Transaction,Restaurant Chain 13,Macon,GA,Yes
1430.0,0.0,2007.0,5.0,4.0,60712.0,3730.0,$364.72,Swipe Transaction,Hotel and Resort Company 7,Lincolnwood,IL,Yes
1436.0,3.0,2014.0,11.0,20.0,51694.67689524219,5300.0,$137.97,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1436.0,3.0,2014.0,11.0,20.0,51694.67689524219,3008.0,$234.90,Swipe Transaction,Airline Company 12,Mexico City,Mexico,Yes
1436.0,3.0,2014.0,11.0,20.0,51694.67689524219,5300.0,$71.99,Swipe Transaction,Wholesale Club 1,Mexico City,Mexico,Yes
1436.0,3.0,2014.0,11.0,21.0,51694.67689524219,5932.0,$266.67,Swipe Transaction,Anwar Old-Fashioned Things,Mexico City,Mexico,Yes
1445.0,0.0,2009.0,3.0,16.0,51694.67689524219,5311.0,$1.23,Swipe Transaction,Department Store 10,Istanbul,Turkey,Yes
1447.0,0.0,2013.0,2.0,7.0,51694.67689524219,5310.0,$165.47,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1447.0,0.0,2013.0,2.0,8.0,51694.67689524219,5310.0,$4.48,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1447.0,0.0,2013.0,2.0,11.0,51694.67689524219,5912.0,$24.32,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
1447.0,2.0,2014.0,1.0,5.0,51694.67689524219,5941.0,$11.57,Online Transaction,Sporting Goods Company 1,ONLINE,CA,Yes
1447.0,2.0,2014.0,1.0,5.0,51694.67689524219,5812.0,$1.50,Swipe Transaction,Calvins Restaurant,Delhi,India,Yes
1447.0,2.0,2014.0,1.0,6.0,51694.67689524219,5300.0,$151.49,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1448.0,0.0,2013.0,2.0,7.0,51694.67689524219,5310.0,$30.73,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1456.0,0.0,2019.0,6.0,24.0,19567.0,5719.0,$215.14,Swipe Transaction,High End Goods Store 2,Womelsdorf,PA,Yes
1457.0,2.0,2012.0,1.0,5.0,51694.67689524219,5310.0,$203.41,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1457.0,2.0,2012.0,1.0,12.0,51694.67689524219,5310.0,$111.14,Swipe Transaction,Kelly Discounters,Tegucigalpa,Honduras,Yes
1457.0,2.0,2012.0,1.0,12.0,51694.67689524219,5912.0,$1.19,Swipe Transaction,Richardson Pharmacy,Tegucigalpa,Honduras,Yes
1472.0,1.0,2014.0,3.0,17.0,51694.67689524219,3256.0,$90.43,Online Transaction,Airline Company 4,ONLINE,CA,Yes
1472.0,1.0,2014.0,3.0,18.0,51694.67689524219,5311.0,$25.37,Online Transaction,Department Store 10,ONLINE,CA,Yes
1474.0,0.0,2012.0,1.0,19.0,51694.67689524219,4411.0,$317.12,Online Transaction,Cruise Line 2,ONLINE,CA,Yes
1477.0,0.0,2014.0,5.0,9.0,51694.67689524219,5045.0,$220.93,Online Transaction,Software-Hardware Company 2,ONLINE,CA,Yes
1477.0,0.0,2014.0,5.0,9.0,51694.67689524219,5912.0,$12.73,Swipe Transaction,Kailanis Delhi Drugs,Delhi,India,Yes
1477.0,0.0,2014.0,5.0,10.0,51694.67689524219,5094.0,$13.79,Online Transaction,Jewelry Company 1,ONLINE,CA,Yes
1477.0,3.0,2016.0,2.0,15.0,51694.67689524219,5912.0,$20.25,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,Yes
1478.0,0.0,2009.0,1.0,19.0,51694.67689524219,5651.0,$80.76,Swipe Transaction,Bennett Gently Used Clothes,Istanbul,Turkey,Yes
1478.0,3.0,2019.0,6.0,17.0,19440.0,7995.0,$102.20,Chip Transaction,Sheilas Hotel and Casino,Hatfield,PA,Yes
1478.0,3.0,2019.0,6.0,17.0,19440.0,5712.0,$236.22,Chip Transaction,Jesuss Hatfield Furnishings,Hatfield,PA,Yes
1478.0,3.0,2019.0,6.0,17.0,19446.0,5311.0,$31.26,Chip Transaction,Department Store 3,Lansdale,PA,Yes
1479.0,2.0,2015.0,3.0,31.0,51694.67689524219,5300.0,$100.56,Online Transaction,Wholesale Club 1,ONLINE,CA,Yes
1479.0,2.0,2015.0,3.0,31.0,51694.67689524219,5310.0,$115.28,Chip Transaction,Gomez Wholesale,Mexico City,Mexico,Yes
1480.0,2.0,2015.0,1.0,26.0,51694.67689524219,5300.0,$13.71,Chip Transaction,Wholesale Club 1,Mexico City,Mexico,Yes
1480.0,2.0,2015.0,1.0,30.0,51694.67689524219,5094.0,$2.92,Chip Transaction,Turner Jewelers,Mexico City,Mexico,Yes
1480.0,2.0,2015.0,1.0,30.0,51694.67689524219,5411.0,$2.93,Chip Transaction,Hamzas Grocery,Mexico City,Mexico,Yes
1480.0,2.0,2015.0,11.0,27.0,51694.67689524219,5912.0,$81.53,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,Yes
1486.0,1.0,2016.0,3.0,29.0,51694.67689524219,5912.0,$12.32,Chip Transaction,Arjuns Sofia Drugs,Sofia,Bulgaria,Yes
1486.0,1.0,2016.0,3.0,29.0,51694.67689524219,5310.0,$263.19,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1486.0,2.0,2016.0,5.0,28.0,51694.67689524219,5310.0,$260.17,Chip Transaction,Fox Wholesale,Sofia,Bulgaria,Yes
1486.0,4.0,2012.0,6.0,27.0,51694.67689524219,5651.0,$47.81,Swipe Transaction,Burns Amman Gently Used Clothes,Amman,Jordan,Yes
1486.0,4.0,2012.0,6.0,29.0,51694.67689524219,5912.0,$115.87,Swipe Transaction,Alizas Drugs,Amman,Jordan,Yes
1505.0,2.0,2003.0,4.0,14.0,51694.67689524219,4214.0,$0.54,Online Transaction,Delivery Company 1,ONLINE,CA,Yes
